index,bonusPointsEarned,bonusPointsEarnedReason,pointsEarned,purchasedItemCount,rewardsReceiptStatus,totalSpent,userId,id,CreatedDate,dateScanned,finishedDate,modifyDate,pointsAwardedDate,purchaseDate
360,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2055.5,149.0,FINISHED,612.95,6008896c633aab121bb8e11d,60088a100a7214ad890000bd,2021-01-20 12:52:48.000,2021-01-20 12:52:48.000,2021-01-20 12:59:35.000,2021-01-20 13:00:38.000,2021-01-20 12:59:35.000,2021-01-08 17:00:00
360,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2055.5,149.0,FINISHED,612.95,6008896c633aab121bb8e11d,60088a100a7214ad890000bd,2021-01-20 12:52:48.000,2021-01-20 12:52:48.000,2021-01-20 12:59:35.000,2021-01-20 13:00:38.000,2021-01-20 12:59:35.000,2021-01-08 17:00:00
360,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2055.5,149.0,FINISHED,612.95,6008896c633aab121bb8e11d,60088a100a7214ad890000bd,2021-01-20 12:52:48.000,2021-01-20 12:52:48.000,2021-01-20 12:59:35.000,2021-01-20 13:00:38.000,2021-01-20 12:59:35.000,2021-01-08 17:00:00
360,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2055.5,149.0,FINISHED,612.95,6008896c633aab121bb8e11d,60088a100a7214ad890000bd,2021-01-20 12:52:48.000,2021-01-20 12:52:48.000,2021-01-20 12:59:35.000,2021-01-20 13:00:38.000,2021-01-20 12:59:35.000,2021-01-08 17:00:00
360,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2055.5,149.0,FINISHED,612.95,6008896c633aab121bb8e11d,60088a100a7214ad890000bd,2021-01-20 12:52:48.000,2021-01-20 12:52:48.000,2021-01-20 12:59:35.000,2021-01-20 13:00:38.000,2021-01-20 12:59:35.000,2021-01-08 17:00:00
360,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2055.5,149.0,FINISHED,612.95,6008896c633aab121bb8e11d,60088a100a7214ad890000bd,2021-01-20 12:52:48.000,2021-01-20 12:52:48.000,2021-01-20 12:59:35.000,2021-01-20 13:00:38.000,2021-01-20 12:59:35.000,2021-01-08 17:00:00
360,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2055.5,149.0,FINISHED,612.95,6008896c633aab121bb8e11d,60088a100a7214ad890000bd,2021-01-20 12:52:48.000,2021-01-20 12:52:48.000,2021-01-20 12:59:35.000,2021-01-20 13:00:38.000,2021-01-20 12:59:35.000,2021-01-08 17:00:00
360,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2055.5,149.0,FINISHED,612.95,6008896c633aab121bb8e11d,60088a100a7214ad890000bd,2021-01-20 12:52:48.000,2021-01-20 12:52:48.000,2021-01-20 12:59:35.000,2021-01-20 13:00:38.000,2021-01-20 12:59:35.000,2021-01-08 17:00:00
360,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2055.5,149.0,FINISHED,612.95,6008896c633aab121bb8e11d,60088a100a7214ad890000bd,2021-01-20 12:52:48.000,2021-01-20 12:52:48.000,2021-01-20 12:59:35.000,2021-01-20 13:00:38.000,2021-01-20 12:59:35.000,2021-01-08 17:00:00
360,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2055.5,149.0,FINISHED,612.95,6008896c633aab121bb8e11d,60088a100a7214ad890000bd,2021-01-20 12:52:48.000,2021-01-20 12:52:48.000,2021-01-20 12:59:35.000,2021-01-20 13:00:38.000,2021-01-20 12:59:35.000,2021-01-08 17:00:00
360,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2055.5,149.0,FINISHED,612.95,6008896c633aab121bb8e11d,60088a100a7214ad890000bd,2021-01-20 12:52:48.000,2021-01-20 12:52:48.000,2021-01-20 12:59:35.000,2021-01-20 13:00:38.000,2021-01-20 12:59:35.000,2021-01-08 17:00:00
360,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2055.5,149.0,FINISHED,612.95,6008896c633aab121bb8e11d,60088a100a7214ad890000bd,2021-01-20 12:52:48.000,2021-01-20 12:52:48.000,2021-01-20 12:59:35.000,2021-01-20 13:00:38.000,2021-01-20 12:59:35.000,2021-01-08 17:00:00
360,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2055.5,149.0,FINISHED,612.95,6008896c633aab121bb8e11d,60088a100a7214ad890000bd,2021-01-20 12:52:48.000,2021-01-20 12:52:48.000,2021-01-20 12:59:35.000,2021-01-20 13:00:38.000,2021-01-20 12:59:35.000,2021-01-08 17:00:00
360,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2055.5,149.0,FINISHED,612.95,6008896c633aab121bb8e11d,60088a100a7214ad890000bd,2021-01-20 12:52:48.000,2021-01-20 12:52:48.000,2021-01-20 12:59:35.000,2021-01-20 13:00:38.000,2021-01-20 12:59:35.000,2021-01-08 17:00:00
360,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2055.5,149.0,FINISHED,612.95,6008896c633aab121bb8e11d,60088a100a7214ad890000bd,2021-01-20 12:52:48.000,2021-01-20 12:52:48.000,2021-01-20 12:59:35.000,2021-01-20 13:00:38.000,2021-01-20 12:59:35.000,2021-01-08 17:00:00
360,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2055.5,149.0,FINISHED,612.95,6008896c633aab121bb8e11d,60088a100a7214ad890000bd,2021-01-20 12:52:48.000,2021-01-20 12:52:48.000,2021-01-20 12:59:35.000,2021-01-20 13:00:38.000,2021-01-20 12:59:35.000,2021-01-08 17:00:00
360,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2055.5,149.0,FINISHED,612.95,6008896c633aab121bb8e11d,60088a100a7214ad890000bd,2021-01-20 12:52:48.000,2021-01-20 12:52:48.000,2021-01-20 12:59:35.000,2021-01-20 13:00:38.000,2021-01-20 12:59:35.000,2021-01-08 17:00:00
360,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2055.5,149.0,FINISHED,612.95,6008896c633aab121bb8e11d,60088a100a7214ad890000bd,2021-01-20 12:52:48.000,2021-01-20 12:52:48.000,2021-01-20 12:59:35.000,2021-01-20 13:00:38.000,2021-01-20 12:59:35.000,2021-01-08 17:00:00
360,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2055.5,149.0,FINISHED,612.95,6008896c633aab121bb8e11d,60088a100a7214ad890000bd,2021-01-20 12:52:48.000,2021-01-20 12:52:48.000,2021-01-20 12:59:35.000,2021-01-20 13:00:38.000,2021-01-20 12:59:35.000,2021-01-08 17:00:00
360,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2055.5,149.0,FINISHED,612.95,6008896c633aab121bb8e11d,60088a100a7214ad890000bd,2021-01-20 12:52:48.000,2021-01-20 12:52:48.000,2021-01-20 12:59:35.000,2021-01-20 13:00:38.000,2021-01-20 12:59:35.000,2021-01-08 17:00:00
360,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2055.5,149.0,FINISHED,612.95,6008896c633aab121bb8e11d,60088a100a7214ad890000bd,2021-01-20 12:52:48.000,2021-01-20 12:52:48.000,2021-01-20 12:59:35.000,2021-01-20 13:00:38.000,2021-01-20 12:59:35.000,2021-01-08 17:00:00
360,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2055.5,149.0,FINISHED,612.95,6008896c633aab121bb8e11d,60088a100a7214ad890000bd,2021-01-20 12:52:48.000,2021-01-20 12:52:48.000,2021-01-20 12:59:35.000,2021-01-20 13:00:38.000,2021-01-20 12:59:35.000,2021-01-08 17:00:00
360,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2055.5,149.0,FINISHED,612.95,6008896c633aab121bb8e11d,60088a100a7214ad890000bd,2021-01-20 12:52:48.000,2021-01-20 12:52:48.000,2021-01-20 12:59:35.000,2021-01-20 13:00:38.000,2021-01-20 12:59:35.000,2021-01-08 17:00:00
360,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2055.5,149.0,FINISHED,612.95,6008896c633aab121bb8e11d,60088a100a7214ad890000bd,2021-01-20 12:52:48.000,2021-01-20 12:52:48.000,2021-01-20 12:59:35.000,2021-01-20 13:00:38.000,2021-01-20 12:59:35.000,2021-01-08 17:00:00
360,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2055.5,149.0,FINISHED,612.95,6008896c633aab121bb8e11d,60088a100a7214ad890000bd,2021-01-20 12:52:48.000,2021-01-20 12:52:48.000,2021-01-20 12:59:35.000,2021-01-20 13:00:38.000,2021-01-20 12:59:35.000,2021-01-08 17:00:00
360,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2055.5,149.0,FINISHED,612.95,6008896c633aab121bb8e11d,60088a100a7214ad890000bd,2021-01-20 12:52:48.000,2021-01-20 12:52:48.000,2021-01-20 12:59:35.000,2021-01-20 13:00:38.000,2021-01-20 12:59:35.000,2021-01-08 17:00:00
360,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2055.5,149.0,FINISHED,612.95,6008896c633aab121bb8e11d,60088a100a7214ad890000bd,2021-01-20 12:52:48.000,2021-01-20 12:52:48.000,2021-01-20 12:59:35.000,2021-01-20 13:00:38.000,2021-01-20 12:59:35.000,2021-01-08 17:00:00
361,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",5850.0,1.0,FINISHED,21.00,60088d5cb6310511daa4ee6f,60088d5d0a7214ad890000ed,2021-01-20 13:06:53.000,2021-01-20 13:06:53.000,2021-01-20 13:06:53.000,2021-01-20 13:06:58.000,2021-01-20 13:06:53.000,2021-01-19 17:00:00
362,250.0,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",250.0,1.0,FINISHED,1.00,6008873eb6310511daa4e8eb,600887560a720f05fa000098,2021-01-20 12:41:10.000,2021-01-20 12:41:10.000,2021-01-20 12:41:11.000,2021-01-20 12:41:11.000,2021-01-20 12:41:11.000,2021-02-20 12:41:10
363,5.0,All-receipts receipt bonus,5.0,1.0,FINISHED,20.00,60088a46b6310511daa4ec97,60088a4e0a720f05fa0000da,2021-01-20 12:53:50.000,2021-01-20 12:53:50.000,2021-01-20 12:53:50.000,2021-01-20 12:53:55.000,2021-01-20 12:53:50.000,2021-01-19 17:00:00
364,5.0,All-receipts receipt bonus,5.0,2.0,FINISHED,11.00,54943462e4b07e684157a532,60088e7f0a720f05fa00011e,2021-01-20 13:11:43.000,2021-01-20 13:11:43.000,2021-01-20 13:11:45.000,2021-01-20 13:11:49.000,2021-01-20 13:11:44.000,2021-01-19 13:11:43
364,5.0,All-receipts receipt bonus,5.0,2.0,FINISHED,11.00,54943462e4b07e684157a532,60088e7f0a720f05fa00011e,2021-01-20 13:11:43.000,2021-01-20 13:11:43.000,2021-01-20 13:11:45.000,2021-01-20 13:11:49.000,2021-01-20 13:11:44.000,2021-01-19 13:11:43
365,5.0,All-receipts receipt bonus,5.0,1.0,FINISHED,9.99,60083a1e325c8a17946255de,60083ab50a7214ad89000049,2021-01-20 07:14:13.000,2021-01-20 07:14:13.000,2021-01-20 07:14:13.000,2021-01-20 07:14:13.000,2021-01-20 07:14:13.000,2021-01-20 07:14:13
366,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",4850.0,3.0,FINISHED,28.00,60088a46b6310511daa4ec97,60088a460a720f05fa0000d5,2021-01-20 12:53:42.000,2021-01-20 12:53:42.000,2021-01-20 12:53:44.000,2021-01-20 12:53:48.000,2021-01-20 12:53:44.000,2021-01-19 17:00:00
367,150.0,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",173.6,4.0,FINISHED,4.66,6008412f6e64697abedcd5d5,600841da0a7214ad89000051,2021-01-20 07:44:42.000,2021-01-20 07:44:42.000,2021-01-20 07:44:43.000,2021-01-20 07:44:43.000,2021-01-20 07:44:43.000,2021-01-19 07:44:42
368,,,250.0,5.0,FINISHED,49.95,60085b3dbe5fc90ee6a67b11,60085ba90a720f05fa00006a,2021-01-20 09:34:49.000,2021-01-20 09:34:49.000,2021-01-20 09:34:50.000,2021-01-20 09:34:50.000,2021-01-20 09:34:50.000,2021-01-16 23:00:00
368,,,250.0,5.0,FINISHED,49.95,60085b3dbe5fc90ee6a67b11,60085ba90a720f05fa00006a,2021-01-20 09:34:49.000,2021-01-20 09:34:49.000,2021-01-20 09:34:50.000,2021-01-20 09:34:50.000,2021-01-20 09:34:50.000,2021-01-16 23:00:00
368,,,250.0,5.0,FINISHED,49.95,60085b3dbe5fc90ee6a67b11,60085ba90a720f05fa00006a,2021-01-20 09:34:49.000,2021-01-20 09:34:49.000,2021-01-20 09:34:50.000,2021-01-20 09:34:50.000,2021-01-20 09:34:50.000,2021-01-16 23:00:00
368,,,250.0,5.0,FINISHED,49.95,60085b3dbe5fc90ee6a67b11,60085ba90a720f05fa00006a,2021-01-20 09:34:49.000,2021-01-20 09:34:49.000,2021-01-20 09:34:50.000,2021-01-20 09:34:50.000,2021-01-20 09:34:50.000,2021-01-16 23:00:00
368,,,250.0,5.0,FINISHED,49.95,60085b3dbe5fc90ee6a67b11,60085ba90a720f05fa00006a,2021-01-20 09:34:49.000,2021-01-20 09:34:49.000,2021-01-20 09:34:50.000,2021-01-20 09:34:50.000,2021-01-20 09:34:50.000,2021-01-16 23:00:00
369,,,,3.0,REJECTED,3.00,6008873eb6310511daa4e8eb,6008878f0a7214ad8900007b,2021-01-20 12:42:07.000,2021-01-20 12:42:07.000,,2021-01-20 12:42:13.000,,2017-10-29 17:00:00
369,,,,3.0,REJECTED,3.00,6008873eb6310511daa4e8eb,6008878f0a7214ad8900007b,2021-01-20 12:42:07.000,2021-01-20 12:42:07.000,,2021-01-20 12:42:13.000,,2017-10-29 17:00:00
370,,,50.0,1.0,FINISHED,9.99,600861d3be5fc9247bab3e0c,6008625b0a7214ad89000063,2021-01-20 10:03:23.000,2021-01-20 10:03:23.000,2021-01-20 10:03:24.000,2021-01-20 10:03:24.000,2021-01-20 10:03:24.000,2021-01-19 10:03:23
371,,,,3.0,REJECTED,3.00,60088d55633aab121bb8e41a,60088d920a720f05fa000109,2021-01-20 13:07:46.000,2021-01-20 13:07:46.000,,2021-01-20 13:07:47.000,,2017-10-29 17:00:00
371,,,,3.0,REJECTED,3.00,60088d55633aab121bb8e41a,60088d920a720f05fa000109,2021-01-20 13:07:46.000,2021-01-20 13:07:46.000,,2021-01-20 13:07:47.000,,2017-10-29 17:00:00
372,5.0,All-receipts receipt bonus,5.0,3.0,FINISHED,23.00,600887a5b6310511daa4e9a7,600887ae0a7214ad8900008a,2021-01-20 12:42:38.000,2021-01-20 12:42:38.000,2021-01-20 12:42:38.000,2021-01-20 12:42:43.000,2021-01-20 12:42:38.000,2021-01-19 17:00:00
373,300.0,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",300.0,3.0,FINISHED,28.00,60088a46b6310511daa4ec97,60088a490a720f05fa0000d6,2021-01-20 12:53:45.000,2021-01-20 12:53:45.000,2021-01-20 12:53:46.000,2021-01-20 12:53:50.000,2021-01-20 12:53:46.000,2021-01-19 17:00:00
374,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",9850.0,7.0,FINISHED,26.00,60088d58633aab121bb8e424,60088d580a7214ad890000eb,2021-01-20 13:06:48.000,2021-01-20 13:06:48.000,2021-01-20 13:06:49.000,2021-01-20 13:06:54.000,2021-01-20 13:06:49.000,2021-01-19 17:00:00
375,100.0,"Receipt number 6 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",100.0,1.0,FINISHED,10.00,6008873eb6310511daa4e8eb,600887770a7214ad89000075,2021-01-20 12:41:43.000,2021-01-20 12:41:43.000,2021-01-20 12:41:44.000,2021-01-20 12:41:44.000,2021-01-20 12:41:44.000,2021-01-12 17:00:00
376,5.0,All-receipts receipt bonus,5.0,3.0,FINISHED,22.00,60088a46b6310511daa4ec97,60088a4d0a7214ad890000c7,2021-01-20 12:53:49.000,2021-01-20 12:53:49.000,2021-01-20 12:53:50.000,2021-01-20 12:53:54.000,2021-01-20 12:53:50.000,2021-01-19 17:00:00
377,150.0,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",150.0,5.0,FINISHED,23.00,60088d5cb6310511daa4ee6f,60088d600a7214ad890000ef,2021-01-20 13:06:56.000,2021-01-20 13:06:56.000,2021-01-20 13:06:56.000,2021-01-20 13:07:01.000,2021-01-20 13:06:56.000,2021-01-19 17:00:00
378,5.0,All-receipts receipt bonus,5.0,2.0,FINISHED,1.00,60088838633aab121bb8df69,6008888f0a720f05fa0000b5,2021-01-20 12:46:23.000,2021-01-20 12:46:23.000,2021-01-20 12:46:29.000,2021-01-20 12:46:29.000,2021-01-20 12:46:23.000,2021-01-19 12:46:23
378,5.0,All-receipts receipt bonus,5.0,2.0,FINISHED,1.00,60088838633aab121bb8df69,6008888f0a720f05fa0000b5,2021-01-20 12:46:23.000,2021-01-20 12:46:23.000,2021-01-20 12:46:29.000,2021-01-20 12:46:29.000,2021-01-20 12:46:23.000,2021-01-19 12:46:23
379,5.0,All-receipts receipt bonus,5.0,2.0,FINISHED,1.00,60088a25b6310511daa4ec42,60088a670a720f05fa0000e0,2021-01-20 12:54:15.000,2021-01-20 12:54:15.000,2021-01-20 12:54:21.000,2021-01-20 12:54:21.000,2021-01-20 12:54:15.000,2021-01-19 12:54:15
379,5.0,All-receipts receipt bonus,5.0,2.0,FINISHED,1.00,60088a25b6310511daa4ec42,60088a670a720f05fa0000e0,2021-01-20 12:54:15.000,2021-01-20 12:54:15.000,2021-01-20 12:54:21.000,2021-01-20 12:54:21.000,2021-01-20 12:54:15.000,2021-01-19 12:54:15
380,21.0,COMPLETE_PARTNER_RECEIPT,50.9,1.0,FINISHED,2.99,5cd06f1f2acf0a2667da628b,600788cd0a7214ad8900003a,2021-01-19 18:35:09.000,2021-01-19 18:35:09.000,2021-01-19 18:35:30.000,2021-01-19 18:35:32.000,2021-01-19 18:35:30.000,2021-01-18 17:00:00
381,,,250.0,5.0,FINISHED,49.95,60085b3dbe5fc90ee6a67b11,60085bad0a720f05fa00006c,2021-01-20 09:34:53.000,2021-01-20 09:34:53.000,2021-01-20 09:34:53.000,2021-01-20 09:34:53.000,2021-01-20 09:34:53.000,2021-01-08 23:00:00
381,,,250.0,5.0,FINISHED,49.95,60085b3dbe5fc90ee6a67b11,60085bad0a720f05fa00006c,2021-01-20 09:34:53.000,2021-01-20 09:34:53.000,2021-01-20 09:34:53.000,2021-01-20 09:34:53.000,2021-01-20 09:34:53.000,2021-01-08 23:00:00
381,,,250.0,5.0,FINISHED,49.95,60085b3dbe5fc90ee6a67b11,60085bad0a720f05fa00006c,2021-01-20 09:34:53.000,2021-01-20 09:34:53.000,2021-01-20 09:34:53.000,2021-01-20 09:34:53.000,2021-01-20 09:34:53.000,2021-01-08 23:00:00
381,,,250.0,5.0,FINISHED,49.95,60085b3dbe5fc90ee6a67b11,60085bad0a720f05fa00006c,2021-01-20 09:34:53.000,2021-01-20 09:34:53.000,2021-01-20 09:34:53.000,2021-01-20 09:34:53.000,2021-01-20 09:34:53.000,2021-01-08 23:00:00
381,,,250.0,5.0,FINISHED,49.95,60085b3dbe5fc90ee6a67b11,60085bad0a720f05fa00006c,2021-01-20 09:34:53.000,2021-01-20 09:34:53.000,2021-01-20 09:34:53.000,2021-01-20 09:34:53.000,2021-01-20 09:34:53.000,2021-01-08 23:00:00
382,5.0,All-receipts receipt bonus,5.0,1.0,FINISHED,1.00,54943462e4b07e684157a532,60088e670a720f05fa00011d,2021-01-20 13:11:19.000,2021-01-20 13:11:19.000,2021-01-20 13:11:20.000,2021-01-20 13:11:20.000,2021-01-20 13:11:20.000,2021-01-19 13:11:19
383,,,,,SUBMITTED,,6008873eb6310511daa4e8eb,600887970a7214ad8900007c,2021-01-20 12:42:15.814,2021-01-20 12:42:15.814,,2021-01-20 12:42:15.814,,
384,150.0,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",150.0,4.0,FINISHED,29.00,60088a46b6310511daa4ec97,60088a4a0a7214ad890000c5,2021-01-20 12:53:46.000,2021-01-20 12:53:46.000,2021-01-20 12:53:46.000,2021-01-20 12:53:51.000,2021-01-20 12:53:46.000,2021-01-19 17:00:00
385,300.0,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",350.0,10.0,FINISHED,10.00,600861d3be5fc9247bab3e0c,600862490a720f05fa000072,2021-01-20 10:03:05.000,2021-01-20 10:03:05.000,2021-01-20 10:03:06.000,2021-01-20 10:03:06.000,2021-01-20 10:03:06.000,2021-01-04 17:00:00
385,300.0,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",350.0,10.0,FINISHED,10.00,600861d3be5fc9247bab3e0c,600862490a720f05fa000072,2021-01-20 10:03:05.000,2021-01-20 10:03:05.000,2021-01-20 10:03:06.000,2021-01-20 10:03:06.000,2021-01-20 10:03:06.000,2021-01-04 17:00:00
385,300.0,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",350.0,10.0,FINISHED,10.00,600861d3be5fc9247bab3e0c,600862490a720f05fa000072,2021-01-20 10:03:05.000,2021-01-20 10:03:05.000,2021-01-20 10:03:06.000,2021-01-20 10:03:06.000,2021-01-20 10:03:06.000,2021-01-04 17:00:00
385,300.0,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",350.0,10.0,FINISHED,10.00,600861d3be5fc9247bab3e0c,600862490a720f05fa000072,2021-01-20 10:03:05.000,2021-01-20 10:03:05.000,2021-01-20 10:03:06.000,2021-01-20 10:03:06.000,2021-01-20 10:03:06.000,2021-01-04 17:00:00
385,300.0,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",350.0,10.0,FINISHED,10.00,600861d3be5fc9247bab3e0c,600862490a720f05fa000072,2021-01-20 10:03:05.000,2021-01-20 10:03:05.000,2021-01-20 10:03:06.000,2021-01-20 10:03:06.000,2021-01-20 10:03:06.000,2021-01-04 17:00:00
385,300.0,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",350.0,10.0,FINISHED,10.00,600861d3be5fc9247bab3e0c,600862490a720f05fa000072,2021-01-20 10:03:05.000,2021-01-20 10:03:05.000,2021-01-20 10:03:06.000,2021-01-20 10:03:06.000,2021-01-20 10:03:06.000,2021-01-04 17:00:00
385,300.0,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",350.0,10.0,FINISHED,10.00,600861d3be5fc9247bab3e0c,600862490a720f05fa000072,2021-01-20 10:03:05.000,2021-01-20 10:03:05.000,2021-01-20 10:03:06.000,2021-01-20 10:03:06.000,2021-01-20 10:03:06.000,2021-01-04 17:00:00
385,300.0,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",350.0,10.0,FINISHED,10.00,600861d3be5fc9247bab3e0c,600862490a720f05fa000072,2021-01-20 10:03:05.000,2021-01-20 10:03:05.000,2021-01-20 10:03:06.000,2021-01-20 10:03:06.000,2021-01-20 10:03:06.000,2021-01-04 17:00:00
385,300.0,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",350.0,10.0,FINISHED,10.00,600861d3be5fc9247bab3e0c,600862490a720f05fa000072,2021-01-20 10:03:05.000,2021-01-20 10:03:05.000,2021-01-20 10:03:06.000,2021-01-20 10:03:06.000,2021-01-20 10:03:06.000,2021-01-04 17:00:00
385,300.0,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",350.0,10.0,FINISHED,10.00,600861d3be5fc9247bab3e0c,600862490a720f05fa000072,2021-01-20 10:03:05.000,2021-01-20 10:03:05.000,2021-01-20 10:03:06.000,2021-01-20 10:03:06.000,2021-01-20 10:03:06.000,2021-01-04 17:00:00
386,300.0,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2300.0,3.0,FINISHED,20.00,60088af5633aab121bb8e31b,60088af80a7214ad890000d6,2021-01-20 12:56:40.000,2021-01-20 12:56:40.000,2021-01-20 12:56:40.000,2021-01-20 12:56:45.000,2021-01-20 12:56:40.000,2021-01-19 17:00:00
387,300.0,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",300.0,1.0,FINISHED,25.00,60088d5cb6310511daa4ee6f,60088d5f0a720f05fa0000fc,2021-01-20 13:06:55.000,2021-01-20 13:06:55.000,2021-01-20 13:06:56.000,2021-01-20 13:07:00.000,2021-01-20 13:06:56.000,2021-01-19 17:00:00
388,100.0,"Receipt number 6 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",100.0,9.0,FINISHED,89.91,600861d3be5fc9247bab3e0c,600862530a720f05fa000074,2021-01-20 10:03:15.000,2021-01-20 10:03:15.000,2021-01-20 10:03:15.000,2021-01-20 10:03:15.000,2021-01-20 10:03:15.000,2021-01-19 10:03:14
388,100.0,"Receipt number 6 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",100.0,9.0,FINISHED,89.91,600861d3be5fc9247bab3e0c,600862530a720f05fa000074,2021-01-20 10:03:15.000,2021-01-20 10:03:15.000,2021-01-20 10:03:15.000,2021-01-20 10:03:15.000,2021-01-20 10:03:15.000,2021-01-19 10:03:14
388,100.0,"Receipt number 6 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",100.0,9.0,FINISHED,89.91,600861d3be5fc9247bab3e0c,600862530a720f05fa000074,2021-01-20 10:03:15.000,2021-01-20 10:03:15.000,2021-01-20 10:03:15.000,2021-01-20 10:03:15.000,2021-01-20 10:03:15.000,2021-01-19 10:03:14
388,100.0,"Receipt number 6 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",100.0,9.0,FINISHED,89.91,600861d3be5fc9247bab3e0c,600862530a720f05fa000074,2021-01-20 10:03:15.000,2021-01-20 10:03:15.000,2021-01-20 10:03:15.000,2021-01-20 10:03:15.000,2021-01-20 10:03:15.000,2021-01-19 10:03:14
388,100.0,"Receipt number 6 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",100.0,9.0,FINISHED,89.91,600861d3be5fc9247bab3e0c,600862530a720f05fa000074,2021-01-20 10:03:15.000,2021-01-20 10:03:15.000,2021-01-20 10:03:15.000,2021-01-20 10:03:15.000,2021-01-20 10:03:15.000,2021-01-19 10:03:14
